study_accession;first_public;study_title;project_name;run_accession;sample_accession;sample_title;sample_description;library_name;library_selection;library_source;library_strategy;library_construction_protocol;library_layout;rna_integrity_num;instrument_platform;rt_prep_protocol;cell_line;cell_type;tissue_lib;tissue_type;host_phenotype;isolate;age;host_body_site;description;note;origin;Gtex;;
PRJEB34402;23/01/2020;Epigenetically Modulated Gene Expression Changes Result in Enhanced Neoplastic Activity in Oropharyngeal Cancer Patients from North East India;;ERR3549176;SAMEA5970043;Oropharyngeal Cancer Patient;Adjacent Normal;TruSeq;Inverse rRNA selection;TRANSCRIPTOMIC;RNA-Seq;Illumina TruSeq RNA sample preparation;PAIRED;;ILLUMINA;;;;;;;;;oropharynx;Illumina HiSeq 2500 paired end sequencing;;tumor-adjacent;Oropharynx;;
PRJNA997243;23/07/2023;Comparing transcriptional profiles of skin biopsies from healthy controls and subjects with chronic pruritus of unknown origin and atopic dermatitis;Comparing transcriptional profiles of skin biopsies from healthy controls and subjects with chronic pruritus of unknown origin and atopic dermatitis;SRR25383773;SAMN36674066;Skin_HC_1;Skin_HC_1;GSM7656524;cDNA;TRANSCRIPTOMIC;RNA-Seq;Human skin tissues were obtained as 4 mm punch biopsies or de-identified surgical tissue and stored in RNAlater at -80C before processing. To extract whole tissue RNA, samples were homogenized using a bead homogenizer and processed using the QIAGEN RNeasy Kit following the manufacturer's instructions. Following total RNA extraction, samples were treated with DNase (Turbo DNA-Free Kit, Invitrogen) following the manufacturer's instructions. Library preparation was performed with 1 ug of total RNA, and RNA integrity was determined using an Agilent Bioanalyzer. Ribosomal RNA was removed by a hybridization method using Ribo-ZERO kits (Illumina). mRNA was then fragmented in buffer containing 40 mM Tris acetate (pH 8.2), 100 mM potassium acetate, and 30 mM magnesium acetate and heated to 94C for 150 s. mRNA was reverse transcribed to yield cDNA using SuperScript III RT enzyme (Invitrogen, per manufacturer's instructions) and random hexamers. A second strand reaction was performed to yield ds-cDNA. cDNA was blunt ended, had an A base added to the 3 prime ends, and then had Illumina sequencing adapters ligated to the ends. Ligated fragments were then amplified for 12 cycles using primers incorporating unique index tags.;SINGLE;;ILLUMINA;;;;;skin;;;;;Illumina HiSeq 3000 sequencing: GSM7656524: Skin_HC_1 Homo sapiens RNA-Seq;healthy;healthy;Skin;;
PRJEB14688;06/01/2017;RNASeq of musculoskeletal ageing using human mesenchymal stem cells and their tissue constructs;RNASeq of musculoskeletal ageing using human mesenchymal stem cells and their tissue constructs;ERR1514457;SAMEA4062955;Sample 21;Protocols: MScs purchased from young and old human donors miRNAeasy kit for RNA extraction Total RNA samples were ribosomal RNA depleted using the Human, mouse, rat low inputRibozero kit from Epicentre. 1ug of RNA (or the max amount available) was mixed with the low input kit baits and allowed to anneal. This was then mixed with the magnetic microspheres which bind the ribosomal complexes and subsequently pulled out with a magnet. The remaining RNA was purified with RNA clean beads and analysed with the Agilent Bioanalyser with a RNA pico chip. Recovery was generally less than 1% of the original starting material. All of this material was used in the script seq reaction (Epicentre). Samples were denatured and annealed to cDNA primers and cDNA was generated. This was amplified with indexed primers for 15 cycles to make the library for sequencing. Libraries were checked on the Agilent Bioanalyser with a High sensitivity chip and quantities determined with Qubit DNA High sensitivity reagents.;Sample 21_p;PCR;TRANSCRIPTOMIC;RNA-Seq;MScs purchased from young and old human donors miRNAeasy kit for RNA extraction Total RNA samples were ribosomal RNA depleted using the Human, mouse, rat low inputRibozero kit from Epicentre. 1ug of RNA (or the max amount available) was mixed with the low input kit baits and allowed to anneal. This was then mixed with the magnetic microspheres which bind the ribosomal complexes and subsequently pulled out with a magnet. The remaining RNA was purified with RNA clean beads and analysed with the Agilent Bioanalyser with a RNA pico chip. Recovery was generally less than 1% of the original starting material. All of this material was used in the script seq reaction (Epicentre). Samples were denatured and annealed to cDNA primers and cDNA was generated. This was amplified with indexed primers for 15 cycles to make the library for sequencing. Libraries were checked on the Agilent Bioanalyser with a High sensitivity chip and quantities determined with Qubit DNA High sensitivity reagents.;PAIRED;;ILLUMINA;;;tenocyte;;;;;;;Illumina HiSeq 2000 paired end sequencing: RNASeq of musculoskeletal ageing using human mesenchymal stem cells and their tissue constructs;some aged donors;cultured cells;Tendon - tenocyte;;
PRJNA933170;27/02/2023;Activity-dependent gene expression in the human brain;Activity-dependent gene expression in the human brain;SRR23384963;SAMN33227581;BulkRNABaseline9;BulkRNABaseline9;GSM7036191;cDNA;TRANSCRIPTOMIC;RNA-Seq;Bulk RNA-seq Total RNA was extracted from sampled human brains using miRNeasy Mini Kite and homogenized in Qiazol using stainless steel beads. Chloroform was then used for phase separation. RNA containing an aqueous layer was further purified using the RNeasy MinElute spin column. RNA was finally eluted in RNase-free water. For bulk RNA-seq librairies were prepared using Ribo-Zero gold sample preparation kit. Library concentrations were measured using KAPA Illumina Library Quantification Kit. Polled libraries were sequenced on Illumina NovaSeq6000 sequencer with 150-bp Paired-End chemistry.;PAIRED;;ILLUMINA;;;;;brain anterior temporal lobe;;;;;Illumina NovaSeq 6000 sequencing: GSM7036191: BulkRNABaseline9 Homo sapiens RNA-Seq;epilepsy;non-cancer disease;Brain - Temporal lobe;;
PRJNA742971;12/11/2022;A resource for integrated genomic analysis of the human liver;A resource for integrated genomic analysis of the human liver;SRR15013566;SAMN19988410;SJLB349;SJLB349;;cDNA;TRANSCRIPTOMIC;RNA-Seq;Total RNA was extracted from tissue homogenized in TRIzol reagent, followed by Qiagen RNAeasy cleanup mRNA libraries were prepared using the Illuminia TruSeq Stranded Total RNA with Ribo-Zero protocol;PAIRED;;ILLUMINA;;;;;liver;;;;;Illumina HiSeq 2000 sequencing: GSM5412201: SJLB349 Homo sapiens RNA-Seq;check ribozero;likely postmportem;Liver;;
PRJNA742971;12/11/2022;A resource for integrated genomic analysis of the human liver;A resource for integrated genomic analysis of the human liver;SRR15013527;SAMN19988364;SJLB320;SJLB320;;cDNA;TRANSCRIPTOMIC;RNA-Seq;Total RNA was extracted from tissue homogenized in TRIzol reagent, followed by Qiagen RNAeasy cleanup mRNA libraries were prepared using the Illuminia TruSeq Stranded Total RNA with Ribo-Zero protocol;PAIRED;;ILLUMINA;;;;;liver;;;;;Illumina HiSeq 2000 sequencing: GSM5412179: SJLB320 Homo sapiens RNA-Seq;check ribozero;likely postmportem;Liver;;
PRJEB21050;22/05/2018;RNA-seq of formalin-fixed, paraffin-embedded uninvolved terminal ileal tissue obtained from ileo-colic resection surgeries of Crohn’s disease and control patients;RNA-seq of formalin-fixed, paraffin-embedded uninvolved terminal ileal tissue obtained from ileo-colic resection surgeries of Crohn’s disease and control patients;ERR1993153;SAMEA104101950;WUCA-Cont-12;Protocols: We retrospectively obtained de-identified FFPE tissue from patients who underwent ileo-colic resection surgery at Barnes-Jewish Hospital, St. Louis between 2005 and 2010. CD patient surgical resections were due to complications associated with the disease, whereas control resections were due to adenoma, carcinoma or abdominal trauma. The set of hematoxylin and eosin-stained tissue sections from each resection were obtained and examined by two pathologists (T.C.L. and T.S.S.) to identify the uninvolved proximal margin (terminal ileum) of each resection. These tissue sections were then further evaluated to identify those that met the histological inclusion criteria for this study. The criteria were that the sample had at least 100 well-oriented intestinal crypts (contained crypt lumens that extended from the apex to the base of the crypt) and absent/minimal active or chronic inflammatory disease (e.g., cryptitis, crypt abscess, architectural distortion, pyloric gland metaplasia, etc.).The study protocol was approved by the Institutional Review Board of Washington University. Patients were recruited by the Washington University Digestive Diseases Research Core Center (DDRCC). Written informed consent was obtained from all study participants prior to inclusion in the study. For samples that met the histological inclusion criteria, two fresh, unstained 5-µm FFPE tissue sections on glass microscope slides were obtained. Slides were not baked after cutting. For each sample, the two tissue sections were scraped off of the slides using a clean razor and placed in 1.5 mL Eppendorf tubes. The tubes were briefly centrifuged to place the sample towards the bottoms or sides of the tube. RNA extraction and DNase treatment was performed using the RNeasy FFPE kit (Qiagen) according to the manufacturer’s instructions, using the Xylene protocol for the paraffin removal step and 30 µL RNase-free H2O for the elution step. RNA was initially quantified by NanoDrop. Subsequent total RNA quantification and quality assessment was performed by Bioanalyzer 2100 (Agilent Technologies). Samples were excluded from the study if >20% of the RNA fragments were >200 base pairs in length, as determined with the Bioanalyzer software. Library preparation was performed by the Genome Technology Access Center (GTAC) at Washington University. Library preparation used 150 ng of total RNA. ds-cDNA was generated using the Ovation RNA-seq FFPE system (Nugen, per manufacturer’s instructions). cDNA was blunt ended, had an A base added to the 3’ ends, and then had Illumina sequencing adapters ligated to the ends. Ligated fragments were then amplified for 12 cycles using primers incorporating unique index tags.;WUCA-Cont-12_s;Inverse rRNA;TRANSCRIPTOMIC;RNA-Seq;We retrospectively obtained de-identified FFPE tissue from patients who underwent ileo-colic resection surgery at Barnes-Jewish Hospital, St. Louis between 2005 and 2010. CD patient surgical resections were due to complications associated with the disease, whereas control resections were due to adenoma, carcinoma or abdominal trauma. The set of hematoxylin and eosin-stained tissue sections from each resection were obtained and examined by two pathologists (T.C.L. and T.S.S.) to identify the uninvolved proximal margin (terminal ileum) of each resection. These tissue sections were then further evaluated to identify those that met the histological inclusion criteria for this study. The criteria were that the sample had at least 100 well-oriented intestinal crypts (contained crypt lumens that extended from the apex to the base of the crypt) and absent/minimal active or chronic inflammatory disease (e.g., cryptitis, crypt abscess, architectural distortion, pyloric gland metaplasia, etc.).The study protocol was approved by the Institutional Review Board of Washington University. Patients were recruited by the Washington University Digestive Diseases Research Core Center (DDRCC). Written informed consent was obtained from all study participants prior to inclusion in the study. For samples that met the histological inclusion criteria, two fresh, unstained 5-µm FFPE tissue sections on glass microscope slides were obtained. Slides were not baked after cutting. For each sample, the two tissue sections were scraped off of the slides using a clean razor and placed in 1.5 mL Eppendorf tubes. The tubes were briefly centrifuged to place the sample towards the bottoms or sides of the tube. RNA extraction and DNase treatment was performed using the RNeasy FFPE kit (Qiagen) according to the manufacturer’s instructions, using the Xylene protocol for the paraffin removal step and 30 µL RNase-free H2O for the elution step. RNA was initially quantified by NanoDrop. Subsequent total RNA quantification and quality assessment was performed by Bioanalyzer 2100 (Agilent Technologies). Samples were excluded from the study if >20% of the RNA fragments were >200 base pairs in length, as determined with the Bioanalyzer software. Library preparation was performed by the Genome Technology Access Center (GTAC) at Washington University. Library preparation used 150 ng of total RNA. ds-cDNA was generated using the Ovation RNA-seq FFPE system (Nugen, per manufacturer’s instructions). cDNA was blunt ended, had an A base added to the 3’ ends, and then had Illumina sequencing adapters ligated to the ends. Ligated fragments were then amplified for 12 cycles using primers incorporating unique index tags.;SINGLE;;ILLUMINA;;;;;;;;;;Illumina HiSeq 2000 sequencing: RNA-seq of formalin-fixed, paraffin-embedded uninvolved terminal ileal tissue obtained from ileo-colic resection surgeries of Crohn’s disease and control patients;;;Small Intestine - Ileum;;
PRJNA625391;16/04/2020;RNA-seq of matched adjacent normal and primary tumor samples from 33 HCC patients;;SRR11547423;SAMN14599289;Human sample from Homo sapiens;Human sample from Homo sapiens;25;Inverse rRNA;TRANSCRIPTOMIC;RNA-Seq;;PAIRED;;ILLUMINA;;;;;Liver tissue;;normal;;;Illumina HiSeq 2500 sequencing: RNA-Seq of Homo sapiens :liver;;;Liver;;
PRJNA533799;30/10/2019;A Novel LincRNA HERES Epigenetically Regulates Wnt Signaling Pathway via Interaction with EZH2 in Esophageal Squamous Cell Carcinoma;A Novel LincRNA HERES Epigenetically Regulates Wnt Signaling Pathway via Interaction with EZH2 in Esophageal Squamous Cell Carcinoma;SRR10173249;SAMN12828236;Patient_16_normal;Patient_16_normal;0;cDNA;TRANSCRIPTOMIC;RNA-Seq;Total RNA was extracted from ESCC tissues using TRIzol reagent (Invitrogen) for construction of RNA-seq libraries. The sequencing library was prepared from 1 ug of total RNA using Illumina TruSeq Stranded Total RNA Library Prep Kit with Ribo-Zero Human/Mouse/Rat (RS-122-2203).;PAIRED;;ILLUMINA;;;;;ESCC;;;;;Illumina HiSeq 2000 sequencing: GSM4094345: Patient_16_normal Homo sapiens RNA-Seq;;tumor-adjacent;Esophagus;;
PRJNA253002;19/11/2015;Human cortical transcriptome informs brain imaging;Homo sapiens;SRR1424666;SAMN02866061;Human_1581_BA6_10;Human_1581_BA6_10;;cDNA;TRANSCRIPTOMIC;RNA-Seq;All RNA samples were examined for quantity and quality by NanoDrop and Bioanalyzer (Agilent). Samples were randomized for RNA extractions and sequencing. 5ug of total RNA were treated with a Ribominus column according to the manufacturer’s instructions to remove ribosomal RNA. Libraries were prepared using an Illumina TruSeq kit according to the manufacturer’s instructions.;SINGLE;;ILLUMINA;;;;;;;;;;Illumina HiSeq 2000 sequencing: GSM1414939: Human_1581_BA6_10 Homo sapiens RNA-Seq;;;Brain - Motor Cortex;;
PRJNA486023;14/03/2019;Fudan University Shanghai Cancer Center Triple Negative Breast Cancer (FUSCCTNBC);Homo sapiens;SRR8518432;SAMN09836923;Human sample from Homo sapiens;Human sample from Homo sapiens;Lib_FUSCCTNBC032.PT;Inverse rRNA;TRANSCRIPTOMIC;RNA-Seq;;PAIRED;;ILLUMINA;;;;;Paired normal breast tissue;;FUSCCTNBC032;;;HiSeq X Ten sequencing: RNAseq of Homo sapiens: triple negative breast cancer from FUSCCTNBC project;;tumor-adjacent;Breast;;
PRJNA680762;24/09/2021;Identification and evolutionary comparison of circular RNAs in five mammalian species and three organs.;Identification and evolutionary comparison of circular RNAs in five mammalian species and three organs.;SRR13142163;SAMN16912812;rrhs_ce1;rrhs_ce1;;cDNA;TRANSCRIPTOMIC;RNA-Seq;Tissue was dissected at indicated ages (see section ”Samples” in GEO metadata). RNA for mouse, rat, rhesus and human was extracted using the RNeasy protocol from QIAGEN for opossum, a TRIzol/chloroform-based protocol was used. Tissues were stored at -80 C until library preparation. We used 5µg of RNA per tissue as starting material for library preparation, which were treated with RNase R for 1 h at 37 ̊C to degrade linear RNAs, followed by RNA purification with RNA Clean & Concentrator-5 kit (Zymo Research) according to the manufacturer's protocol. Libraries were prepared from the purified RNA with the Illumina TruSeq Stranded Total RNA with Ribo-Zero Gold according to the protocol with the following modifications to select larger fragments: 1). Instead of the recommended 8 min at 68 ̊C for fragmentation, we incubated samples for only 4 min at 68 ̊C to increase the fragment size 2). In the final PCR clean-up after enrichment of the DNA fragments, we changed the 1:1 ratio of DNA to AMPure XP Beads to a 0.7:1 ratio to select for binding of larger fragments. Libraries were analyzed on the fragment analyzer for their quality and sequenced with the Illumina HiSeq 2500 platform.;PAIRED;;ILLUMINA;;;;;Cerebellum;;;;;Illumina HiSeq 2500 sequencing: GSM4943573: rrhs_ce1 Homo sapiens RNA-Seq;;;Brain - Cerebellum;;
PRJNA540989;08/07/2022;Annotation and functional characterization of long noncoding RNAs deregulated in pancreatic adenocarcinoma;Annotation and functional characterization of long noncoding RNAs deregulated in pancreatic adenocarcinoma;SRR9007563;SAMN11569854;Non-tumor 11N;Non-tumor 11N;;cDNA;TRANSCRIPTOMIC;RNA-Seq;Surgical fragments of PDAC and peritumoral nonmalignant tissues were collected and snap frozen in liquid nitrogen. RNA was isolated using the Trizol reagent (ThermoFisher) and purified according to the manufacturer's protocol. RNA-Seq libraries were generated using the Illumina TruSeq Stranded Total RNA LT sample preparation kit with Ribo-Zero Gold (Cat# RS-122-2001) according to the standard manufacturer's protocol (Part no. 15031048 Rev. D April 2013).;PAIRED;;ILLUMINA;;;;;Non-tumor-adjacent pancreatic tissue;;;;;Illumina HiSeq 1500 sequencing: GSM3747778: Non-tumor 11N Homo sapiens RNA-Seq;;tumor-adjacent;Pancreas;;
PRJNA742971;12/11/2022;A resource for integrated genomic analysis of the human liver;A resource for integrated genomic analysis of the human liver;SRR15013637;SAMN19988529;SJLB491;SJLB491;;cDNA;TRANSCRIPTOMIC;RNA-Seq;Total RNA was extracted from tissue homogenized in TRIzol reagent, followed by Qiagen RNAeasy cleanup mRNA libraries were prepared using the Illuminia TruSeq Stranded Total RNA with Ribo-Zero protocol;PAIRED;;ILLUMINA;;;;;liver;;;;;Illumina HiSeq 2000 sequencing: GSM5412272: SJLB491 Homo sapiens RNA-Seq;check ribozero;likely postmportem;Liver;;
PRJNA253002;19/11/2015;Human cortical transcriptome informs brain imaging;Homo sapiens;SRR1424684;SAMN02866075;Human_1905_BA46_8;Human_1905_BA46_8;;cDNA;TRANSCRIPTOMIC;RNA-Seq;All RNA samples were examined for quantity and quality by NanoDrop and Bioanalyzer (Agilent). Samples were randomized for RNA extractions and sequencing. 5ug of total RNA were treated with a Ribominus column according to the manufacturer’s instructions to remove ribosomal RNA. Libraries were prepared using an Illumina TruSeq kit according to the manufacturer’s instructions.;SINGLE;;ILLUMINA;;;;;;;;;;Illumina HiSeq 2000 sequencing: GSM1414957: Human_1905_BA46_8 Homo sapiens RNA-Seq;;;Brain - Middle Frontal Gyrus;;
PRJNA863260;29/07/2023;Pityriasis rubra pilaris transcriptomics implicate IL-17 signaling and correlate with response to IL-17A inhibition;Pityriasis rubra pilaris transcriptomics implicate IL-17 signaling and correlate with response to IL-17A inhibition;SRR20695338;SAMN30025506;ctrl_dermis [n126];ctrl_dermis [n126];GSM6412014;cDNA;TRANSCRIPTOMIC;RNA-Seq;"Qiagen RNA and purification kit ""Illumina Stranded Total RNA Prep, Ligation with Ribo-Zero Plus” using 100ng of total RNA as input and 14 rounds of amplification";PAIRED;;ILLUMINA;;;;;dermis;;;;;Illumina NovaSeq 6000 sequencing: GSM6412014: ctrl_dermis [n126] Homo sapiens RNA-Seq;;;Skin - Dermis;;1
PRJNA901967;02/01/2023;Placental Inflammation Significantly Correlates with Reduced Risk for Retinopathy of Prematurity;Placental Inflammation Significantly Correlates with Reduced Risk for Retinopathy of Prematurity;SRR22301790;SAMN31742743;18942X1 15A_P-1;18942X1 15A_P-1;GSM6733284;cDNA;TRANSCRIPTOMIC;RNA-Seq;RNA was harvested using Qiagen ALL PREP Universal Whole transcriptome expression analysis was performed on fetal surface placental tissues using the Illumina Stranded Total RNA Kit with Ribo-Zero Plus per the standard protocol;PAIRED;;ILLUMINA;;;placental villous tissue;;Placenta;;;;;Illumina NovaSeq 6000 sequencing: GSM6733284: 18942X1 15A_P-1 Homo sapiens RNA-Seq;some retinopathies;healthy;Placenta;;
PRJNA376161;25/01/2018;Coding and noncoding transcriptome sequencing of KRAS mutated colorectal tumors and adjacent tissues from cancer patients and KRAS mutated Aberrant Crypt Foci and matching normal crypts from healthy individuals [RNA-Seq];Homo sapiens;SRR5275294;SAMN06350954;RNA-seq on adjacent normal colon, patient #16;RNA-seq on adjacent normal colon, patient #16;;cDNA;TRANSCRIPTOMIC;RNA-Seq;CRYPTS: Laser Capture Microdissection of ACF and matched normal biopsies: an ArcturusXT Laser Capture Microdissection system was used to isolate a minimum of 1 mm2 of tissue (~10.000 cells) from 12 μm-thick frozen serial sections. For RNA extracted from ACF, depletion of rRNA was done using the RiboZero Magnetic Kit according to the “Protocol for Removal of rRNA from Small Amounts of Total RNA” (Clontech). Subsequently, dscDNA library preparation and amplification were done using the SMARTer Stranded RNA-Seq Kit (Clontech) according to the manufacturer's protocol.;SINGLE;;ILLUMINA;;;;;normal colonic crypt;;;;;Illumina HiSeq 2500 sequencing: GSM2496709: RNA-seq on normal crypts, patient #178 Homo sapiens RNA-Seq;;;Colon - Crypt of Lieberk�hn;;
PRJEB43164;21/05/2023;Bulk RNA-seq of paired human brown and white adipocytes;Bulk RNA-seq of paired human brown and white adipocytes;ERR5320472;SAMEA8103246;92_W_0;Protocols: Human adipose tissue was obtained from the central compartment of the neck, superior to the clavicle and deep to the lateral thyroid lobe either adjacent to the longus colli muscle or to the oesophagus (brown adipose tissue BAT) and more superficially from the subcutaneous neck tissue (white adipose tissue WAT). The stromal vascular fraction was isolated and cultured as described (Ramage, Akyol et al. 2016 doi: 10.1016/j.cmet.2016.06.011). Following differentiation, cells were cultured in serum-stripped medium for 48 hours prior to RNA extraction and subsequent bulk RNA-seq. Sample 91 – age (years): 41 sex: female height (m): 1.52 weight (Kg): 63.5 BMI (kg/m2): 27.48 Sample 92 – age (years): 59 sex: female height (m): 1.57 weight (Kg): 60.4 BMI (kg/m2): 24.50 Sample 93 – age (years): 52 sex: female height (m): 1.70 weight (Kg): 114 BMI (kg/m2): 39.45 Sample 95 – age (years): 50 sex: female height (m): 1.72 weight (Kg): 66 BMI (kg/m2): 22.31 Total RNA samples were assessed on the Agilent Bioanalyser (Agilent Technologies, #G2939AA) with the RNA 6000 Nano Kit (#5067-1511) for quality and integrity of total RNA. Samples were DNase-treated using the TURBO DNA-free™ kit (Thermo Fisher, #AM1907) and then quantified using the Qubit 2.0 Fluorometer (Thermo Fisher Scientific Inc, #Q32866) and the Qubit RNA BR assay kit (#Q10210), and assessed for residual DNA contamination using the Qubit dsDNA HS assay Kit (catalogue # Q32851). Libraries were prepared from each TURBO™ DNase treated total-RNA sample using the TruSeq Stranded Total RNA with Ribo-Zero kit (#RS-122-2201) according to the provided protocol. 100ng of total-RNA was processed to deplete rRNA before being purified, fragmented and primed with random hexamers. Primed RNA fragments were reverse transcribed into first strand cDNA using reverse transcriptase and random primers. RNA templates were removed and a replacement strand synthesised incorporating dUTP in place of dTTP to generate ds cDNA. AMPure XP beads (Beckman Coulter, #A63881) were then used to separate the ds cDNA from the second strand reaction mix, providing blunt-ended cDNA. A single 'A' nucleotide was added to the 3' ends of the blunt fragments to prevent them from ligating to another during the subsequent adapter ligation reaction, and a corresponding single 'T' nucleotide on the 3' end of the adapter provided a complementary overhang for ligating the adapter to the fragment. Multiple indexing adapters were then ligated to the ends of the ds cDNA to prepare them for hybridisation onto a flow cell, before 15 cycles of PCR were used to selectively enrich those DNA fragments that had adapter molecules on both ends and amplify the amount of DNA in the library suitable for sequencing. Libraries were quantified using the Qubit dsDNA HS kit and by PCR using the Kapa Universal Illumina Library Quantification kit complete kit (#KK4824) and assessed for quality using the Agilent Bioanalyser with the DNA HS Kit.;92_W_0_p;RT-PCR;GENOMIC;RNA-Seq;Human adipose tissue was obtained from the central compartment of the neck, superior to the clavicle and deep to the lateral thyroid lobe either adjacent to the longus colli muscle or to the oesophagus (brown adipose tissue BAT) and more superficially from the subcutaneous neck tissue (white adipose tissue WAT). The stromal vascular fraction was isolated and cultured as described (Ramage, Akyol et al. 2016 doi: 10.1016/j.cmet.2016.06.011). Following differentiation, cells were cultured in serum-stripped medium for 48 hours prior to RNA extraction and subsequent bulk RNA-seq. Sample 91 – age (years): 41 sex: female height (m): 1.52 weight (Kg): 63.5 BMI (kg/m2): 27.48 Sample 92 – age (years): 59 sex: female height (m): 1.57 weight (Kg): 60.4 BMI (kg/m2): 24.50 Sample 93 – age (years): 52 sex: female height (m): 1.70 weight (Kg): 114 BMI (kg/m2): 39.45 Sample 95 – age (years): 50 sex: female height (m): 1.72 weight (Kg): 66 BMI (kg/m2): 22.31 Total RNA samples were assessed on the Agilent Bioanalyser (Agilent Technologies, #G2939AA) with the RNA 6000 Nano Kit (#5067-1511) for quality and integrity of total RNA. Samples were DNase-treated using the TURBO DNA-free™ kit (Thermo Fisher, #AM1907) and then quantified using the Qubit 2.0 Fluorometer (Thermo Fisher Scientific Inc, #Q32866) and the Qubit RNA BR assay kit (#Q10210), and assessed for residual DNA contamination using the Qubit dsDNA HS assay Kit (catalogue # Q32851). Libraries were prepared from each TURBO™ DNase treated total-RNA sample using the TruSeq Stranded Total RNA with Ribo-Zero kit (#RS-122-2201) according to the provided protocol. 100ng of total-RNA was processed to deplete rRNA before being purified, fragmented and primed with random hexamers. Primed RNA fragments were reverse transcribed into first strand cDNA using reverse transcriptase and random primers. RNA templates were removed and a replacement strand synthesised incorporating dUTP in place of dTTP to generate ds cDNA. AMPure XP beads (Beckman Coulter, #A63881) were then used to separate the ds cDNA from the second strand reaction mix, providing blunt-ended cDNA. A single 'A' nucleotide was added to the 3' ends of the blunt fragments to prevent them from ligating to another during the subsequent adapter ligation reaction, and a corresponding single 'T' nucleotide on the 3' end of the adapter provided a complementary overhang for ligating the adapter to the fragment. Multiple indexing adapters were then ligated to the ends of the ds cDNA to prepare them for hybridisation onto a flow cell, before 15 cycles of PCR were used to selectively enrich those DNA fragments that had adapter molecules on both ends and amplify the amount of DNA in the library suitable for sequencing. Libraries were quantified using the Qubit dsDNA HS kit and by PCR using the Kapa Universal Illumina Library Quantification kit complete kit (#KK4824) and assessed for quality using the Agilent Bioanalyser with the DNA HS Kit.;PAIRED;;ILLUMINA;;;;;;;;;;NextSeq 550 sequencing: Bulk RNA-seq of paired human brown and white adipocytes;;cultured cells;Adipose - Subcutaneous;;
PRJNA574470;12/05/2020;Hippocampal Subfield Transcriptome Analysis in Schizophrenia Psychosis;Hippocampal Subfield Transcriptome Analysis in Schizophrenia Psychosis;SRR10192640;SAMN12858843;CA1_CTL_0832;CA1_CTL_0832;;1;TRANSCRIPTOMIC;RNA-Seq;Total RNA was extracted and purified using a protocol combining Trizol and chloroform extraction, the GeneJET RNA Purification Kit, and a motorized mini-pestle vibrator for tissue homogenization. RNA purity and concentration were assessed on the Nanodrop spectrophotometer and Agilent2100 Bioanalyzer for RNA Integrity number (RIN) determination. Total RNA was rRNA ribo-depleted, and strand-specific cDNA libraries were synthesized before sequencing on an Illumina HiSeq 2500 sequencer. Stranded, single-end 50-base-pair reads were generated for the preliminary CA3 cohort data. Stranded paired-end 100-base-pair reads were generated for additional cohorts. Libraries and sequencing were performed at the UTSW McDermott Sequencing Core and UTSW Genomics & Microarray Core.;PAIRED;;ILLUMINA;;;;;hippocampus;;;;;Illumina HiSeq 2500 sequencing: GSM4098904: CA1_CTL_0832 Homo sapiens RNA-Seq;;;Brain - Hippocampus;;
PRJNA253002;19/11/2015;Human cortical transcriptome informs brain imaging;Homo sapiens;SRR1424690;SAMN02866084;Human_4915_BA9_1;Human_4915_BA9_1;;cDNA;TRANSCRIPTOMIC;RNA-Seq;All RNA samples were examined for quantity and quality by NanoDrop and Bioanalyzer (Agilent). Samples were randomized for RNA extractions and sequencing. 5ug of total RNA were treated with a Ribominus column according to the manufacturer’s instructions to remove ribosomal RNA. Libraries were prepared using an Illumina TruSeq kit according to the manufacturer’s instructions.;SINGLE;;ILLUMINA;;;;;;;;;;Illumina HiSeq 2000 sequencing: GSM1414963: Human_4915_BA9_1 Homo sapiens RNA-Seq;;;Brain - Dorsolateral Prefrontal Cortex;;
PRJNA533799;30/10/2019;A Novel LincRNA HERES Epigenetically Regulates Wnt Signaling Pathway via Interaction with EZH2 in Esophageal Squamous Cell Carcinoma;A Novel LincRNA HERES Epigenetically Regulates Wnt Signaling Pathway via Interaction with EZH2 in Esophageal Squamous Cell Carcinoma;SRR8931999;SAMN11467200;Patient_07_normal;Patient_07_normal;0;cDNA;TRANSCRIPTOMIC;RNA-Seq;Total RNA was extracted from ESCC tissues using TRIzol reagent (Invitrogen) for construction of RNA-seq libraries. The sequencing library was prepared from 1 ug of total RNA using Illumina TruSeq Stranded Total RNA Library Prep Kit with Ribo-Zero Human/Mouse/Rat (RS-122-2203).;PAIRED;;ILLUMINA;;;;;ESCC;;;;;Illumina HiSeq 2000 sequencing: GSM3731546: Patient_07_normal Homo sapiens RNA-Seq;;tumor-adjacent;Esophagus;;
