run_accession	study_accession	first_public
SRR5494144	PRJNA385075	2017-05-05
SRR5494145	PRJNA385075	2017-05-05
SRR5494147	PRJNA385075	2017-05-05
SRR5494150	PRJNA385075	2017-05-05
SRR5494155	PRJNA385075	2017-05-05
SRR5494156	PRJNA385075	2017-05-05
SRR5494157	PRJNA385075	2017-05-05
SRR5494161	PRJNA385075	2017-05-05
SRR5494163	PRJNA385075	2017-05-05
SRR5494164	PRJNA385075	2017-05-05
SRR5494165	PRJNA385075	2017-05-05
SRR5494168	PRJNA385075	2017-05-05
SRR5494171	PRJNA385075	2017-05-05
SRR5494172	PRJNA385075	2017-05-05
SRR5494178	PRJNA385075	2017-05-05
SRR5494182	PRJNA385075	2017-05-05
SRR5494192	PRJNA385075	2017-05-05
SRR5494198	PRJNA385075	2017-05-05
SRR5494199	PRJNA385075	2017-05-05
SRR5494203	PRJNA385075	2017-05-05
SRR5494206	PRJNA385075	2017-05-05
SRR5494207	PRJNA385075	2017-05-05
SRR5494211	PRJNA385075	2017-05-05
SRR5494215	PRJNA385075	2017-05-05
SRR5494216	PRJNA385075	2017-05-05
SRR5494218	PRJNA385075	2017-05-05
SRR5494221	PRJNA385075	2017-05-05
SRR5494225	PRJNA385075	2017-05-05
SRR5494228	PRJNA385075	2017-05-05
SRR5494231	PRJNA385075	2017-05-05
SRR5494232	PRJNA385075	2017-05-05
SRR5494233	PRJNA385075	2017-05-05
SRR5494235	PRJNA385075	2017-05-05
SRR5494238	PRJNA385075	2017-05-05
SRR5494241	PRJNA385075	2017-05-05
SRR5494245	PRJNA385075	2017-05-05
SRR5494247	PRJNA385075	2017-05-05
SRR5494253	PRJNA385075	2017-05-05
SRR5494254	PRJNA385075	2017-05-05
SRR5494257	PRJNA385075	2017-05-05
SRR5494263	PRJNA385075	2017-05-05
SRR5494265	PRJNA385075	2017-05-05
SRR5494269	PRJNA385075	2017-05-05
SRR5494271	PRJNA385075	2017-05-05
SRR5494272	PRJNA385075	2017-05-05
SRR5494275	PRJNA385075	2017-05-05
SRR5494276	PRJNA385075	2017-05-05
SRR5494278	PRJNA385075	2017-05-05
SRR5494280	PRJNA385075	2017-05-05
SRR5494283	PRJNA385075	2017-05-05
SRR5494287	PRJNA385075	2017-05-05
SRR5494289	PRJNA385075	2017-05-05
SRR5494292	PRJNA385075	2017-05-05
SRR5494293	PRJNA385075	2017-05-05
SRR5494296	PRJNA385075	2017-05-05
SRR5494297	PRJNA385075	2017-05-05
SRR5494298	PRJNA385075	2017-05-05
SRR5494143	PRJNA385075	2017-05-05
SRR5494149	PRJNA385075	2017-05-05
SRR5494151	PRJNA385075	2017-05-05
SRR5494152	PRJNA385075	2017-05-05
SRR5494153	PRJNA385075	2017-05-05
SRR5494154	PRJNA385075	2017-05-05
SRR5494158	PRJNA385075	2017-05-05
SRR5494160	PRJNA385075	2017-05-05
SRR5494167	PRJNA385075	2017-05-05
SRR5494169	PRJNA385075	2017-05-05
SRR5494173	PRJNA385075	2017-05-05
SRR5494174	PRJNA385075	2017-05-05
SRR5494175	PRJNA385075	2017-05-05
SRR5494176	PRJNA385075	2017-05-05
SRR5494177	PRJNA385075	2017-05-05
SRR5494179	PRJNA385075	2017-05-05
SRR5494180	PRJNA385075	2017-05-05
SRR5494181	PRJNA385075	2017-05-05
SRR5494186	PRJNA385075	2017-05-05
SRR5494187	PRJNA385075	2017-05-05
SRR5494189	PRJNA385075	2017-05-05
SRR5494191	PRJNA385075	2017-05-05
SRR5494194	PRJNA385075	2017-05-05
SRR5494195	PRJNA385075	2017-05-05
SRR5494196	PRJNA385075	2017-05-05
SRR5494197	PRJNA385075	2017-05-05
SRR5494201	PRJNA385075	2017-05-05
SRR5494202	PRJNA385075	2017-05-05
SRR5494204	PRJNA385075	2017-05-05
SRR5494210	PRJNA385075	2017-05-05
SRR5494212	PRJNA385075	2017-05-05
SRR5494213	PRJNA385075	2017-05-05
SRR5494214	PRJNA385075	2017-05-05
SRR5494219	PRJNA385075	2017-05-05
SRR5494220	PRJNA385075	2017-05-05
SRR5494223	PRJNA385075	2017-05-05
SRR5494226	PRJNA385075	2017-05-05
SRR5494229	PRJNA385075	2017-05-05
SRR5494237	PRJNA385075	2017-05-05
SRR5494242	PRJNA385075	2017-05-05
SRR5494246	PRJNA385075	2017-05-05
SRR5494248	PRJNA385075	2017-05-05
SRR5494250	PRJNA385075	2017-05-05
SRR5494256	PRJNA385075	2017-05-05
SRR5494259	PRJNA385075	2017-05-05
SRR5494262	PRJNA385075	2017-05-05
SRR5494268	PRJNA385075	2017-05-05
SRR5494279	PRJNA385075	2017-05-05
SRR5494281	PRJNA385075	2017-05-05
SRR5494284	PRJNA385075	2017-05-05
SRR5494285	PRJNA385075	2017-05-05
SRR5494291	PRJNA385075	2017-05-05
SRR5494294	PRJNA385075	2017-05-05
SRR5494146	PRJNA385075	2017-05-05
SRR5494148	PRJNA385075	2017-05-05
SRR5494159	PRJNA385075	2017-05-05
SRR5494162	PRJNA385075	2017-05-05
SRR5494166	PRJNA385075	2017-05-05
SRR5494170	PRJNA385075	2017-05-05
SRR5494183	PRJNA385075	2017-05-05
SRR5494184	PRJNA385075	2017-05-05
SRR5494185	PRJNA385075	2017-05-05
SRR5494188	PRJNA385075	2017-05-05
SRR5494190	PRJNA385075	2017-05-05
SRR5494193	PRJNA385075	2017-05-05
SRR5494200	PRJNA385075	2017-05-05
SRR5494205	PRJNA385075	2017-05-05
SRR5494208	PRJNA385075	2017-05-05
SRR5494209	PRJNA385075	2017-05-05
SRR5494217	PRJNA385075	2017-05-05
SRR5494222	PRJNA385075	2017-05-05
SRR5494224	PRJNA385075	2017-05-05
SRR5494227	PRJNA385075	2017-05-05
SRR5494230	PRJNA385075	2017-05-05
SRR5494234	PRJNA385075	2017-05-05
SRR5494236	PRJNA385075	2017-05-05
SRR5494239	PRJNA385075	2017-05-05
SRR5494240	PRJNA385075	2017-05-05
SRR5494243	PRJNA385075	2017-05-05
SRR5494244	PRJNA385075	2017-05-05
SRR5494249	PRJNA385075	2017-05-05
SRR5494251	PRJNA385075	2017-05-05
SRR5494252	PRJNA385075	2017-05-05
SRR5494255	PRJNA385075	2017-05-05
SRR5494258	PRJNA385075	2017-05-05
SRR5494260	PRJNA385075	2017-05-05
SRR5494261	PRJNA385075	2017-05-05
SRR5494264	PRJNA385075	2017-05-05
SRR5494266	PRJNA385075	2017-05-05
SRR5494267	PRJNA385075	2017-05-05
SRR5494270	PRJNA385075	2017-05-05
SRR5494273	PRJNA385075	2017-05-05
SRR5494274	PRJNA385075	2017-05-05
SRR5494277	PRJNA385075	2017-05-05
SRR5494282	PRJNA385075	2017-05-05
SRR5494286	PRJNA385075	2017-05-05
SRR5494288	PRJNA385075	2017-05-05
SRR5494290	PRJNA385075	2017-05-05
SRR5494295	PRJNA385075	2017-05-05
SRR5444915	PRJNA382674	2017-05-08
SRR5638584	PRJNA388966	2017-06-06
SRR5638586	PRJNA388966	2017-06-06
SRR5638589	PRJNA388966	2017-06-06
SRR5638578	PRJNA388966	2017-06-06
SRR5638579	PRJNA388966	2017-06-06
SRR5638580	PRJNA388966	2017-06-06
SRR5638581	PRJNA388966	2017-06-06
SRR5638585	PRJNA388966	2017-06-06
SRR5638587	PRJNA388966	2017-06-06
SRR5638582	PRJNA388966	2017-06-06
SRR5638583	PRJNA388966	2017-06-06
SRR5638588	PRJNA388966	2017-06-06
SRR5230973	PRJNA371460	2017-06-28
SRR5230977	PRJNA371460	2017-06-28
SRR5230979	PRJNA371460	2017-06-28
SRR5230981	PRJNA371460	2017-06-28
SRR5230982	PRJNA371460	2017-06-28
SRR5230974	PRJNA371460	2017-06-28
SRR5230978	PRJNA371460	2017-06-28
SRR5230980	PRJNA371460	2017-06-28
SRR5230983	PRJNA371460	2017-06-28
SRR5230975	PRJNA371460	2017-06-28
SRR5230976	PRJNA371460	2017-06-28
SRR5230984	PRJNA371460	2017-06-28
SRR5230985	PRJNA371460	2017-06-28
SRR5230986	PRJNA371460	2017-06-28
SRR5230987	PRJNA371460	2017-06-28
ERR2022810	PRJEB21619	2017-07-04
ERR2022813	PRJEB21619	2017-07-04
ERR2022814	PRJEB21619	2017-07-04
ERR2022815	PRJEB21619	2017-07-04
ERR2022822	PRJEB21619	2017-07-04
ERR2022824	PRJEB21619	2017-07-04
ERR2022826	PRJEB21619	2017-07-04
ERR2022828	PRJEB21619	2017-07-04
ERR2022830	PRJEB21619	2017-07-04
ERR2022838	PRJEB21619	2017-07-04
ERR2022841	PRJEB21619	2017-07-04
ERR2022842	PRJEB21619	2017-07-04
ERR2022845	PRJEB21619	2017-07-04
ERR2022807	PRJEB21619	2017-07-04
ERR2022816	PRJEB21619	2017-07-04
ERR2022818	PRJEB21619	2017-07-04
ERR2022821	PRJEB21619	2017-07-04
ERR2022823	PRJEB21619	2017-07-04
ERR2022825	PRJEB21619	2017-07-04
ERR2022827	PRJEB21619	2017-07-04
ERR2022831	PRJEB21619	2017-07-04
ERR2022835	PRJEB21619	2017-07-04
ERR2022837	PRJEB21619	2017-07-04
ERR2022839	PRJEB21619	2017-07-04
ERR2022840	PRJEB21619	2017-07-04
ERR2022843	PRJEB21619	2017-07-04
ERR2022844	PRJEB21619	2017-07-04
ERR2022808	PRJEB21619	2017-07-04
ERR2022809	PRJEB21619	2017-07-04
ERR2022811	PRJEB21619	2017-07-04
ERR2022812	PRJEB21619	2017-07-04
ERR2022817	PRJEB21619	2017-07-04
ERR2022819	PRJEB21619	2017-07-04
ERR2022829	PRJEB21619	2017-07-04
ERR2022832	PRJEB21619	2017-07-04
ERR2022833	PRJEB21619	2017-07-04
ERR2022834	PRJEB21619	2017-07-04
ERR2022836	PRJEB21619	2017-07-04
ERR2022846	PRJEB21619	2017-07-04
ERR2022847	PRJEB21619	2017-07-04
SRR5826356	PRJNA392866	2017-07-15
SRR5826369	PRJNA392866	2017-07-15
SRR5826372	PRJNA392866	2017-07-15
SRR5826379	PRJNA392866	2017-07-15
SRR5826382	PRJNA392866	2017-07-15
SRR5826394	PRJNA392866	2017-07-15
SRR5826414	PRJNA392866	2017-07-15
SRR5826417	PRJNA392866	2017-07-15
SRR5826419	PRJNA392866	2017-07-15
SRR5826421	PRJNA392866	2017-07-15
SRR5826430	PRJNA392866	2017-07-15
SRR5826443	PRJNA392866	2017-07-15
SRR5826354	PRJNA392866	2017-07-15
SRR5826371	PRJNA392866	2017-07-15
SRR5826373	PRJNA392866	2017-07-15
SRR5826380	PRJNA392866	2017-07-15
SRR5826381	PRJNA392866	2017-07-15
SRR5826392	PRJNA392866	2017-07-15
SRR5826395	PRJNA392866	2017-07-15
SRR5826403	PRJNA392866	2017-07-15
SRR5826405	PRJNA392866	2017-07-15
SRR5826416	PRJNA392866	2017-07-15
SRR5826418	PRJNA392866	2017-07-15
SRR5826420	PRJNA392866	2017-07-15
SRR5826428	PRJNA392866	2017-07-15
SRR5826429	PRJNA392866	2017-07-15
SRR5826432	PRJNA392866	2017-07-15
SRR5826444	PRJNA392866	2017-07-15
SRR5826446	PRJNA392866	2017-07-15
SRR5826353	PRJNA392866	2017-07-15
SRR5826355	PRJNA392866	2017-07-15
SRR5826357	PRJNA392866	2017-07-15
SRR5826358	PRJNA392866	2017-07-15
SRR5826370	PRJNA392866	2017-07-15
SRR5826383	PRJNA392866	2017-07-15
SRR5826390	PRJNA392866	2017-07-15
SRR5826391	PRJNA392866	2017-07-15
SRR5826393	PRJNA392866	2017-07-15
SRR5826396	PRJNA392866	2017-07-15
SRR5826402	PRJNA392866	2017-07-15
SRR5826404	PRJNA392866	2017-07-15
SRR5826406	PRJNA392866	2017-07-15
SRR5826415	PRJNA392866	2017-07-15
SRR5826431	PRJNA392866	2017-07-15
SRR5826440	PRJNA392866	2017-07-15
SRR5826441	PRJNA392866	2017-07-15
SRR5826442	PRJNA392866	2017-07-15
SRR5826445	PRJNA392866	2017-07-15
SRR5604808	PRJNA388068	2017-08-01
SRR5604814	PRJNA388068	2017-08-01
SRR5604817	PRJNA388068	2017-08-01
SRR5604834	PRJNA388068	2017-08-01
SRR5604836	PRJNA388068	2017-08-01
SRR5604815	PRJNA388068	2017-08-01
SRR5604816	PRJNA388068	2017-08-01
SRR5604837	PRJNA388068	2017-08-01
SRR5604838	PRJNA388068	2017-08-01
SRR5604845	PRJNA388068	2017-08-01
SRR5604807	PRJNA388068	2017-08-01
SRR5604835	PRJNA388068	2017-08-01
SRR5604839	PRJNA388068	2017-08-01
SRR5604840	PRJNA388068	2017-08-01
SRR5604841	PRJNA388068	2017-08-01
SRR5604844	PRJNA388068	2017-08-01
SRR3136204	PRJNA308983	2017-09-30
SRR3136205	PRJNA308983	2017-09-30
SRR3136208	PRJNA308983	2017-09-30
SRR3136210	PRJNA308983	2017-09-30
SRR3136211	PRJNA308983	2017-09-30
SRR3136214	PRJNA308983	2017-09-30
SRR3136215	PRJNA308983	2017-09-30
SRR3136203	PRJNA308983	2017-09-30
SRR3136207	PRJNA308983	2017-09-30
SRR3136212	PRJNA308983	2017-09-30
SRR3136216	PRJNA308983	2017-09-30
SRR3136202	PRJNA308983	2017-09-30
SRR3136206	PRJNA308983	2017-09-30
SRR3136209	PRJNA308983	2017-09-30
SRR3136213	PRJNA308983	2017-09-30
SRR2954259	PRJNA303170	2017-11-07
SRR2954262	PRJNA303170	2017-11-07
SRR2954265	PRJNA303170	2017-11-07
SRR2954273	PRJNA303170	2017-11-07
SRR2954274	PRJNA303170	2017-11-07
SRR2954275	PRJNA303170	2017-11-07
SRR2954279	PRJNA303170	2017-11-07
SRR2954284	PRJNA303170	2017-11-07
SRR2954285	PRJNA303170	2017-11-07
SRR2954287	PRJNA303170	2017-11-07
SRR2954292	PRJNA303170	2017-11-07
SRR2954256	PRJNA303170	2017-11-07
SRR2954257	PRJNA303170	2017-11-07
SRR2954258	PRJNA303170	2017-11-07
SRR2954261	PRJNA303170	2017-11-07
SRR2954263	PRJNA303170	2017-11-07
SRR2954264	PRJNA303170	2017-11-07
SRR2954280	PRJNA303170	2017-11-07
SRR2954282	PRJNA303170	2017-11-07
SRR2954283	PRJNA303170	2017-11-07
SRR2954286	PRJNA303170	2017-11-07
SRR2954289	PRJNA303170	2017-11-07
SRR2954293	PRJNA303170	2017-11-07
SRR2954294	PRJNA303170	2017-11-07
SRR2954260	PRJNA303170	2017-11-07
SRR2954266	PRJNA303170	2017-11-07
SRR2954267	PRJNA303170	2017-11-07
SRR2954268	PRJNA303170	2017-11-07
SRR2954269	PRJNA303170	2017-11-07
SRR2954270	PRJNA303170	2017-11-07
SRR2954271	PRJNA303170	2017-11-07
SRR2954272	PRJNA303170	2017-11-07
SRR2954276	PRJNA303170	2017-11-07
SRR2954277	PRJNA303170	2017-11-07
SRR2954278	PRJNA303170	2017-11-07
SRR2954281	PRJNA303170	2017-11-07
SRR2954288	PRJNA303170	2017-11-07
SRR2954290	PRJNA303170	2017-11-07
SRR2954291	PRJNA303170	2017-11-07
SRR5237349	PRJNA371742	2017-11-07
SRR5237351	PRJNA371742	2017-11-07
SRR5237352	PRJNA371742	2017-11-07
SRR5237354	PRJNA371742	2017-11-07
SRR5237355	PRJNA371742	2017-11-07
SRR5237358	PRJNA371742	2017-11-07
SRR5237359	PRJNA371742	2017-11-07
SRR5237380	PRJNA371742	2017-11-07
SRR5237350	PRJNA371742	2017-11-07
SRR5237353	PRJNA371742	2017-11-07
SRR5237360	PRJNA371742	2017-11-07
SRR5237369	PRJNA371742	2017-11-07
SRR5237372	PRJNA371742	2017-11-07
SRR5237356	PRJNA371742	2017-11-07
SRR5237357	PRJNA371742	2017-11-07
SRR5237367	PRJNA371742	2017-11-07
SRR5237368	PRJNA371742	2017-11-07
SRR5237371	PRJNA371742	2017-11-07
SRR5237379	PRJNA371742	2017-11-07
SRR5237381	PRJNA371742	2017-11-07
SRR5659736	PRJNA389719	2017-11-09
SRR5659737	PRJNA389719	2017-11-09
SRR5659738	PRJNA389719	2017-11-09
SRR5659744	PRJNA389719	2017-11-09
SRR5659745	PRJNA389719	2017-11-09
SRR5659746	PRJNA389719	2017-11-09
SRR5659751	PRJNA389719	2017-11-09
SRR5659753	PRJNA389719	2017-11-09
SRR5659755	PRJNA389719	2017-11-09
SRR5659756	PRJNA389719	2017-11-09
SRR5659759	PRJNA389719	2017-11-09
SRR5659761	PRJNA389719	2017-11-09
SRR5659763	PRJNA389719	2017-11-09
SRR5659765	PRJNA389719	2017-11-09
SRR5659767	PRJNA389719	2017-11-09
SRR5659768	PRJNA389719	2017-11-09
SRR5659769	PRJNA389719	2017-11-09
SRR5659773	PRJNA389719	2017-11-09
SRR5659774	PRJNA389719	2017-11-09
SRR5659775	PRJNA389719	2017-11-09
SRR5659779	PRJNA389719	2017-11-09
SRR5659789	PRJNA389719	2017-11-09
SRR5659790	PRJNA389719	2017-11-09
SRR5659792	PRJNA389719	2017-11-09
SRR5659793	PRJNA389719	2017-11-09
SRR5659795	PRJNA389719	2017-11-09
SRR5659796	PRJNA389719	2017-11-09
SRR5659799	PRJNA389719	2017-11-09
SRR5659800	PRJNA389719	2017-11-09
SRR5659802	PRJNA389719	2017-11-09
SRR5659805	PRJNA389719	2017-11-09
SRR5659806	PRJNA389719	2017-11-09
SRR5659808	PRJNA389719	2017-11-09
SRR5659809	PRJNA389719	2017-11-09
SRR5659810	PRJNA389719	2017-11-09
SRR5659812	PRJNA389719	2017-11-09
SRR5659815	PRJNA389719	2017-11-09
SRR5659821	PRJNA389719	2017-11-09
SRR5659824	PRJNA389719	2017-11-09
SRR5659826	PRJNA389719	2017-11-09
SRR5659830	PRJNA389719	2017-11-09
SRR5659832	PRJNA389719	2017-11-09
SRR5659838	PRJNA389719	2017-11-09
SRR5659841	PRJNA389719	2017-11-09
SRR5659844	PRJNA389719	2017-11-09
SRR5659845	PRJNA389719	2017-11-09
SRR5659855	PRJNA389719	2017-11-09
SRR5659735	PRJNA389719	2017-11-09
SRR5659743	PRJNA389719	2017-11-09
SRR5659747	PRJNA389719	2017-11-09
SRR5659748	PRJNA389719	2017-11-09
SRR5659749	PRJNA389719	2017-11-09
SRR5659750	PRJNA389719	2017-11-09
SRR5659752	PRJNA389719	2017-11-09
SRR5659757	PRJNA389719	2017-11-09
SRR5659758	PRJNA389719	2017-11-09
SRR5659762	PRJNA389719	2017-11-09
SRR5659770	PRJNA389719	2017-11-09
SRR5659776	PRJNA389719	2017-11-09
SRR5659778	PRJNA389719	2017-11-09
SRR5659782	PRJNA389719	2017-11-09
SRR5659784	PRJNA389719	2017-11-09
SRR5659785	PRJNA389719	2017-11-09
SRR5659788	PRJNA389719	2017-11-09
SRR5659804	PRJNA389719	2017-11-09
SRR5659807	PRJNA389719	2017-11-09
SRR5659811	PRJNA389719	2017-11-09
SRR5659816	PRJNA389719	2017-11-09
SRR5659818	PRJNA389719	2017-11-09
SRR5659820	PRJNA389719	2017-11-09
SRR5659822	PRJNA389719	2017-11-09
SRR5659823	PRJNA389719	2017-11-09
SRR5659828	PRJNA389719	2017-11-09
SRR5659831	PRJNA389719	2017-11-09
SRR5659833	PRJNA389719	2017-11-09
SRR5659834	PRJNA389719	2017-11-09
SRR5659835	PRJNA389719	2017-11-09
SRR5659836	PRJNA389719	2017-11-09
SRR5659840	PRJNA389719	2017-11-09
SRR5659842	PRJNA389719	2017-11-09
SRR5659843	PRJNA389719	2017-11-09
SRR5659846	PRJNA389719	2017-11-09
SRR5659852	PRJNA389719	2017-11-09
SRR5659857	PRJNA389719	2017-11-09
SRR5659858	PRJNA389719	2017-11-09
SRR5659860	PRJNA389719	2017-11-09
SRR5659731	PRJNA389719	2017-11-09
SRR5659734	PRJNA389719	2017-11-09
SRR5659739	PRJNA389719	2017-11-09
SRR5659740	PRJNA389719	2017-11-09
SRR5659741	PRJNA389719	2017-11-09
SRR5659742	PRJNA389719	2017-11-09
SRR5659754	PRJNA389719	2017-11-09
SRR5659760	PRJNA389719	2017-11-09
SRR5659764	PRJNA389719	2017-11-09
SRR5659766	PRJNA389719	2017-11-09
SRR5659771	PRJNA389719	2017-11-09
SRR5659772	PRJNA389719	2017-11-09
SRR5659777	PRJNA389719	2017-11-09
SRR5659780	PRJNA389719	2017-11-09
SRR5659781	PRJNA389719	2017-11-09
SRR5659783	PRJNA389719	2017-11-09
SRR5659786	PRJNA389719	2017-11-09
SRR5659787	PRJNA389719	2017-11-09
SRR5659791	PRJNA389719	2017-11-09
SRR5659794	PRJNA389719	2017-11-09
SRR5659797	PRJNA389719	2017-11-09
SRR5659798	PRJNA389719	2017-11-09
SRR5659801	PRJNA389719	2017-11-09
SRR5659803	PRJNA389719	2017-11-09
SRR5659813	PRJNA389719	2017-11-09
SRR5659814	PRJNA389719	2017-11-09
SRR5659817	PRJNA389719	2017-11-09
SRR5659819	PRJNA389719	2017-11-09
SRR5659825	PRJNA389719	2017-11-09
SRR5659827	PRJNA389719	2017-11-09
SRR5659829	PRJNA389719	2017-11-09
SRR5659837	PRJNA389719	2017-11-09
SRR5659839	PRJNA389719	2017-11-09
SRR5659847	PRJNA389719	2017-11-09
SRR5659848	PRJNA389719	2017-11-09
SRR5659849	PRJNA389719	2017-11-09
SRR5659850	PRJNA389719	2017-11-09
SRR5659851	PRJNA389719	2017-11-09
SRR5659853	PRJNA389719	2017-11-09
SRR5659854	PRJNA389719	2017-11-09
SRR5659856	PRJNA389719	2017-11-09
SRR5659859	PRJNA389719	2017-11-09
SRR6026384	PRJNA406732	2017-11-09
SRR6026387	PRJNA406732	2017-11-09
SRR6026390	PRJNA406732	2017-11-09
SRR6026393	PRJNA406732	2017-11-09
SRR6026396	PRJNA406732	2017-11-09
SRR6026382	PRJNA406732	2017-11-09
SRR6026383	PRJNA406732	2017-11-09
SRR6026385	PRJNA406732	2017-11-09
SRR6026386	PRJNA406732	2017-11-09
SRR6026391	PRJNA406732	2017-11-09
SRR6026394	PRJNA406732	2017-11-09
SRR6026395	PRJNA406732	2017-11-09
SRR6026397	PRJNA406732	2017-11-09
SRR6026388	PRJNA406732	2017-11-09
SRR6026389	PRJNA406732	2017-11-09
SRR6026392	PRJNA406732	2017-11-09
ERR1805245	PRJEB19157	2017-11-22
ERR1805248	PRJEB19157	2017-11-22
ERR1805253	PRJEB19157	2017-11-22
ERR1805254	PRJEB19157	2017-11-22
ERR1805256	PRJEB19157	2017-11-22
ERR1805258	PRJEB19157	2017-11-22
ERR1805262	PRJEB19157	2017-11-22
ERR1805263	PRJEB19157	2017-11-22
ERR1805243	PRJEB19157	2017-11-22
ERR1805244	PRJEB19157	2017-11-22
ERR1805251	PRJEB19157	2017-11-22
ERR1805252	PRJEB19157	2017-11-22
ERR1805255	PRJEB19157	2017-11-22
ERR1805260	PRJEB19157	2017-11-22
ERR1805261	PRJEB19157	2017-11-22
ERR1805265	PRJEB19157	2017-11-22
ERR1805242	PRJEB19157	2017-11-22
ERR1805246	PRJEB19157	2017-11-22
ERR1805247	PRJEB19157	2017-11-22
ERR1805249	PRJEB19157	2017-11-22
ERR1805250	PRJEB19157	2017-11-22
ERR1805257	PRJEB19157	2017-11-22
ERR1805259	PRJEB19157	2017-11-22
ERR1805264	PRJEB19157	2017-11-22
SRR5228519	PRJNA369853	2017-12-01
SRR5228520	PRJNA369853	2017-12-01
SRR5228521	PRJNA369853	2017-12-01
SRR5228523	PRJNA369853	2017-12-01
SRR5228524	PRJNA369853	2017-12-01
SRR5228525	PRJNA369853	2017-12-01
SRR5228527	PRJNA369853	2017-12-01
SRR5228528	PRJNA369853	2017-12-01
SRR5228529	PRJNA369853	2017-12-01
SRR5228532	PRJNA369853	2017-12-01
SRR5228533	PRJNA369853	2017-12-01
SRR5228535	PRJNA369853	2017-12-01
SRR5228537	PRJNA369853	2017-12-01
SRR5228541	PRJNA369853	2017-12-01
SRR5228543	PRJNA369853	2017-12-01
SRR5228544	PRJNA369853	2017-12-01
SRR5228547	PRJNA369853	2017-12-01
SRR5228548	PRJNA369853	2017-12-01
SRR5228549	PRJNA369853	2017-12-01
SRR5228518	PRJNA369853	2017-12-01
SRR5228526	PRJNA369853	2017-12-01
SRR5228530	PRJNA369853	2017-12-01
SRR5228538	PRJNA369853	2017-12-01
SRR5228539	PRJNA369853	2017-12-01
SRR5228540	PRJNA369853	2017-12-01
SRR5228545	PRJNA369853	2017-12-01
SRR5228546	PRJNA369853	2017-12-01
SRR5228522	PRJNA369853	2017-12-01
SRR5228531	PRJNA369853	2017-12-01
SRR5228534	PRJNA369853	2017-12-01
SRR5228536	PRJNA369853	2017-12-01
SRR5228542	PRJNA369853	2017-12-01
SRR5674285	PRJNA390137	2017-12-01
SRR5674291	PRJNA390137	2017-12-01
SRR5674293	PRJNA390137	2017-12-01
SRR5674294	PRJNA390137	2017-12-01
SRR5674299	PRJNA390137	2017-12-01
SRR5674300	PRJNA390137	2017-12-01
SRR5674301	PRJNA390137	2017-12-01
SRR5674302	PRJNA390137	2017-12-01
SRR5674305	PRJNA390137	2017-12-01
SRR5674284	PRJNA390137	2017-12-01
SRR5674286	PRJNA390137	2017-12-01
SRR5674287	PRJNA390137	2017-12-01
SRR5674289	PRJNA390137	2017-12-01
SRR5674290	PRJNA390137	2017-12-01
SRR5674292	PRJNA390137	2017-12-01
SRR5674296	PRJNA390137	2017-12-01
SRR5674306	PRJNA390137	2017-12-01
SRR5674308	PRJNA390137	2017-12-01
SRR5674312	PRJNA390137	2017-12-01
SRR5674288	PRJNA390137	2017-12-01
SRR5674295	PRJNA390137	2017-12-01
SRR5674297	PRJNA390137	2017-12-01
SRR5674298	PRJNA390137	2017-12-01
SRR5674303	PRJNA390137	2017-12-01
SRR5674304	PRJNA390137	2017-12-01
SRR5674307	PRJNA390137	2017-12-01
SRR5674309	PRJNA390137	2017-12-01
SRR5674310	PRJNA390137	2017-12-01
SRR5674311	PRJNA390137	2017-12-01
SRR5674313	PRJNA390137	2017-12-01
ERR2019439	PRJEB21553	2017-12-02
ERR2019442	PRJEB21553	2017-12-02
ERR2019451	PRJEB21553	2017-12-02
ERR2019454	PRJEB21553	2017-12-02
ERR2019458	PRJEB21553	2017-12-02
ERR2019463	PRJEB21553	2017-12-02
ERR2019465	PRJEB21553	2017-12-02
ERR2019466	PRJEB21553	2017-12-02
ERR2019467	PRJEB21553	2017-12-02
ERR2019468	PRJEB21553	2017-12-02
ERR2019438	PRJEB21553	2017-12-02
ERR2019441	PRJEB21553	2017-12-02
ERR2019443	PRJEB21553	2017-12-02
ERR2019445	PRJEB21553	2017-12-02
ERR2019446	PRJEB21553	2017-12-02
ERR2019449	PRJEB21553	2017-12-02
ERR2019450	PRJEB21553	2017-12-02
ERR2019453	PRJEB21553	2017-12-02
ERR2019455	PRJEB21553	2017-12-02
ERR2019456	PRJEB21553	2017-12-02
ERR2019457	PRJEB21553	2017-12-02
ERR2019459	PRJEB21553	2017-12-02
ERR2019460	PRJEB21553	2017-12-02
ERR2019464	PRJEB21553	2017-12-02
ERR2019469	PRJEB21553	2017-12-02
ERR2019440	PRJEB21553	2017-12-02
ERR2019444	PRJEB21553	2017-12-02
ERR2019447	PRJEB21553	2017-12-02
ERR2019448	PRJEB21553	2017-12-02
ERR2019452	PRJEB21553	2017-12-02
ERR2019461	PRJEB21553	2017-12-02
ERR2019462	PRJEB21553	2017-12-02
ERR2019470	PRJEB21553	2017-12-02
SRR4423267	PRJNA348439	2017-12-23
SRR4423270	PRJNA348439	2017-12-23
SRR4423275	PRJNA348439	2017-12-23
SRR4423266	PRJNA348439	2017-12-23
SRR4423268	PRJNA348439	2017-12-23
SRR4423271	PRJNA348439	2017-12-23
SRR4423273	PRJNA348439	2017-12-23
SRR4423274	PRJNA348439	2017-12-23
SRR4423276	PRJNA348439	2017-12-23
SRR4423269	PRJNA348439	2017-12-23
