study_accession;first_public;study_title;project_name;run_accession;sample_accession;sample_title;sample_description;library_name;library_selection;library_source;library_strategy;library_construction_protocol;library_layout;rna_integrity_num;instrument_platform;rt_prep_protocol;cell_line;cell_type;tissue_lib;tissue_type;host_phenotype;isolate;age;host_body_site;description;note;origin;Gtex;; 
PRJNA271099;24/04/2016;The transcriptome of Kawasaki Disease arteritis;Homo sapiens;SRR1734382;SAMN03272861;C1;C1;;cDNA;TRANSCRIPTOMIC;RNA-Seq;Rneasy FFPE kit (Qiagen, Valencia, CA), RiboMinus (LifeTechnologies, Grand Island, NY) or RiboZero (Epicentre,Madison,WI), RNA Clean and Concentrate 5 (ZymoResearch, Irvine, CA) Illumina TruSeq RNA kit, no fragmentation step performed;PAIRED;;ILLUMINA;;;;;coronary artery;;;;;Illumina HiSeq 2000 sequencing: GSM1572241: C1 Homo sapiens RNA-Seq;;;Artery - Coronary;;
PRJNA742971;12/11/2022;A resource for integrated genomic analysis of the human liver;A resource for integrated genomic analysis of the human liver;SRR15013604;SAMN19988432;SJLB415;SJLB415;;cDNA;TRANSCRIPTOMIC;RNA-Seq;Total RNA was extracted from tissue homogenized in TRIzol reagent, followed by Qiagen RNAeasy cleanup mRNA libraries were prepared using the Illuminia TruSeq Stranded Total RNA with Ribo-Zero protocol;PAIRED;;ILLUMINA;;;;;liver;;;;;Illumina HiSeq 2000 sequencing: GSM5412239: SJLB415 Homo sapiens RNA-Seq;check ribozero;likely postmportem;Liver;;
PRJNA574470;12/05/2020;Hippocampal Subfield Transcriptome Analysis in Schizophrenia Psychosis;Hippocampal Subfield Transcriptome Analysis in Schizophrenia Psychosis;SRR10192666;SAMN12858866;CA3_CTL_0882;CA3_CTL_0882;;1;TRANSCRIPTOMIC;RNA-Seq;Total RNA was extracted and purified using a protocol combining Trizol and chloroform extraction, the GeneJET RNA Purification Kit, and a motorized mini-pestle vibrator for tissue homogenization. RNA purity and concentration were assessed on the Nanodrop spectrophotometer and Agilent2100 Bioanalyzer for RNA Integrity number (RIN) determination. Total RNA was rRNA ribo-depleted, and strand-specific cDNA libraries were synthesized before sequencing on an Illumina HiSeq 2500 sequencer. Stranded, single-end 50-base-pair reads were generated for the preliminary CA3 cohort data. Stranded paired-end 100-base-pair reads were generated for additional cohorts. Libraries and sequencing were performed at the UTSW McDermott Sequencing Core and UTSW Genomics & Microarray Core.;SINGLE;;ILLUMINA;;;;;hippocampus;;;;;Illumina HiSeq 2500 sequencing: GSM4098930: CA3_CTL_0882 Homo sapiens RNA-Seq;;;Brain - Hippocampus;;
PRJNA742971;12/11/2022;A resource for integrated genomic analysis of the human liver;A resource for integrated genomic analysis of the human liver;SRR15013554;SAMN19988419;SJLB340;SJLB340;;cDNA;TRANSCRIPTOMIC;RNA-Seq;Total RNA was extracted from tissue homogenized in TRIzol reagent, followed by Qiagen RNAeasy cleanup mRNA libraries were prepared using the Illuminia TruSeq Stranded Total RNA with Ribo-Zero protocol;PAIRED;;ILLUMINA;;;;;liver;;;;;Illumina HiSeq 2000 sequencing: GSM5412192: SJLB340 Homo sapiens RNA-Seq;check ribozero;likely postmportem;Liver;;
PRJNA901461;02/02/2023;COVID-19 patient samples collected by the PREDICT-19 consortium;COVID-19 patient samples collected by the PREDICT-19 consortium;SRR22283262;SAMN31714421;Whole blood, healthy control, rep 41;Whole blood, healthy control, rep 41;;cDNA;TRANSCRIPTOMIC;RNA-Seq;Total RNA was isolated from whole blood samples stored and stabilized in PAXgene RNA tubes according to the manufacturer's guidelines (PreAnalytiX) Libraries were prepared with 300ng of total RNA per sample using the Illumina Stranded Total RNA Prep with Ribo-Zero Plus (RZP) as per manufacturer instructions (Illumina, CA, USA).;PAIRED;;ILLUMINA;;;;;Whole blood;;;;;Illumina NovaSeq 6000 sequencing: GSM7507756: Whole blood, COVID positive, rep 293 Homo sapiens RNA-Seq;;;Blood - Whole Blood;;
PRJNA694010;08/08/2023;Comprehensively analysis of alternative splicing variations in Chinese colorectal cancer by using next-generation sequencing;;SRR13518177;SAMN17371040;adjacent non-tumor tissue 09;adjacent non-tumor tissue 09;CRC_NAT_09;Inverse rRNA;TRANSCRIPTOMIC;RNA-Seq;;PAIRED;;ILLUMINA;;;;;colon;;NAT_09;;;Illumina NovaSeq 6000 sequencing: adjacent non-tumor tissue 09;;tumor-adjacent;Colon;;
PRJNA318642;11/08/2016;Transcriptome profiling of the human dorsal striatum in bipolar disorder;Homo sapiens;SRR3393496;SAMN04859347;control-11;control-11;;cDNA;TRANSCRIPTOMIC;RNA-Seq;Frozen postmortem dorsal striatum samples were transferred to RNAlater-ICE (Ambion) and stored at -20C upon receipt. Total RNA was extracted from dissected caudate-putamen tissue by Trizol (Life Technologies), column-purified by the RNeasy Lipid Tissue Kit (Qiagen) and treated with the Turbo DNA-free Kit (Life Technologies). RNA samples were assayed on the BioAnalyzer (Agilent, Santa Clara, CA) to obtain RNA integrity number (RIN) values. Ribosomal RNA (rRNA) was depleted from samples using the RiboMinus Eukaryote Kit v2 (Life Technologies). Strand-specific cDNA libraries were made using the Next Ultra Directional RNA Library Prep Kit (NEB) and sequenced on the Illumina HiSeq2000.;SINGLE;;ILLUMINA;;;;;;;;;;Illumina HiSeq 2000 sequencing: GSM2124742: control-11 Homo sapiens RNA-Seq;;postmortem;Brain - Dorsal Striatum;;
PRJNA742971;12/11/2022;A resource for integrated genomic analysis of the human liver;A resource for integrated genomic analysis of the human liver;SRR15013683;SAMN19988511;SJLB749;SJLB749;;cDNA;TRANSCRIPTOMIC;RNA-Seq;Total RNA was extracted from tissue homogenized in TRIzol reagent, followed by Qiagen RNAeasy cleanup mRNA libraries were prepared using the Illuminia TruSeq Stranded Total RNA with Ribo-Zero protocol;PAIRED;;ILLUMINA;;;;;liver;;;;;Illumina HiSeq 2000 sequencing: GSM5412315: SJLB749 Homo sapiens RNA-Seq;check ribozero;likely postmportem;Liver;;
PRJNA914646;24/12/2023;Integrated Unbiased Multiomics Defines Disease-Independent Placental Clusters in Common Obstetrical Syndromes;;SRR22925220;SAMN32490970;Human sample from Homo sapiens;Human sample from Homo sapiens;TP19.B639;Inverse rRNA;TRANSCRIPTOMIC;RNA-Seq;;PAIRED;;ILLUMINA;;;;;Placenta;;Control;;;Illumina NovaSeq 6000 sequencing: Control;;healthy;Placenta;;
PRJNA486023;14/03/2019;Fudan University Shanghai Cancer Center Triple Negative Breast Cancer (FUSCCTNBC);Homo sapiens;SRR8518278;SAMN09837107;Human sample from Homo sapiens;Human sample from Homo sapiens;Lib_FUSCCTNBC242.PT;Inverse rRNA;TRANSCRIPTOMIC;RNA-Seq;;PAIRED;;ILLUMINA;;;;;Paired normal breast tissue;;FUSCCTNBC242;;;HiSeq X Ten sequencing: RNAseq of Homo sapiens: triple negative breast cancer from FUSCCTNBC project;;tumor-adjacent;Breast;;
PRJNA726237;17/11/2021;Ischemic heart disease selectively modifies the right atrial appendage transcriptome;Ischemic heart disease selectively modifies the right atrial appendage transcriptome;SRR14362388;SAMN18926170;ICA-negative for IHD (non-IHD) undergoing valvular surgery, 12-03-15-VKM;ICA-negative for IHD (non-IHD) undergoing valvular surgery, 12-03-15-VKM;;cDNA;TRANSCRIPTOMIC;RNA-Seq;During cardiac surgery, a biopsy sample of the RAA was collected from each patient. Tissue samples were collected at the cannulation site, the insertion site of the venous line for the heart–lung machine. Dissected biopsies were briefly washed in ice-cold sterile saline, cut into 0.5 cm thick tissue pieces, and immersed into 3 ml of RNAlater (Sigma Aldrich, Merck KGaA, Darmstadt, Germany) to inactivate RNAses and stabilize RNA. Samples were let to stabilize at +4°C for one day and stored at under -70°C until processing. Total RNA was isolated from RAA biopsies via initial ice-cold tissue homogenization using a Precellys 24 tissue homogenizer equipped with the Cryolys cooling option (Bertin Technologies SAS, Montigny-le-Bretonneux, France) followed by RNA isolation using combined QIAzol / chloroform extraction and Qiagen RNeasy mini spin column purification according to the manufacturer's instructions (Qiagen, Venlo, Netherlands). The sample RNA integrity number (RIN mean 7.95 ± 0.55 range 7.1–9.0) and total quantity (mean 3069.55 ± 1141.08 ng range 867.8–6855.0 ng) was evaluated in the Functional Genomics Unit (FuGU, University of Helsinki, Helsinki, Finland). Isolated total RNA was stored at under -70oC until sequencing. Ribosomal RNA was removed using the Ribo-ZeroTM Magnetic kit (Illumina Inc, San Diego, CA). RNA libraries were prepared for sequencing using standard Illumina protocols;PAIRED;;ILLUMINA;;;;;Heart (Atrial Appendage);;;;;Illumina HiSeq 4000 sequencing: GSM5271565: ICA-negative for IHD (non-IHD) undergoing valvular surgery, 12-03-15-VKM Homo sapiens RNA-Seq;;non-cancer disease;Heart - Atrial appendage;;
PRJNA454694;09/02/2019;Sequencing based maternal whole blood expression changes with gestational age and labor in normal pregnancy;Sequencing based maternal whole blood expression changes with gestational age and labor in normal pregnancy;SRR7094258;SAMN09011928;Sample_13 [RNA-seq];Sample_13 [RNA-seq];;cDNA;TRANSCRIPTOMIC;RNA-Seq;RNA was isolated from  PAXgene® Blood RNA collection tube (BD 762165) as described in the PAXgene® Blood miRNA Kit Handbook (December, 2015). Purified RNA was quantified by UV spectrophotometry using the DropSense96® Microplate Spectrophotometer (Trinean) and quality assessed by microfluidics using the RNA ScreenTape on the Agilent 2200 TapeStation. Starting with 500 ng of total RNA, cDNA library templates were synthesized using the Illumina TruSeq® Stranded Total RNA LT (Set A) Kit with Ribo-Zero Globin rRNA reduction, as described in the TruSeq® Stranded Total RNA Sample Preparation Guide (Rev. E, October 2013). Libraries were validated using the HS D1000 ScreenTape on the Agilent 2200 TapeStation, and quantified on the Qubit® 2.0 Fluorometer by the Qubit® dsDNA HS Assay (ThermoFisher). The Illumina HiSeq 2500 instrument was used to cluster the samples onto the flow cell. The pools were put on at 10pM and run in rapid mode at 2×100 paired end. Illumina HiSeq Rapid PE Cluster kit V2 and HiSeq Rapid SBS kit v2 200 cycles was used.;PAIRED;;ILLUMINA;;;;;;;;;;Illumina HiSeq 2500 sequencing: GSM3124792: Sample_13 [RNA-seq] Homo sapiens RNA-Seq;;;Blood - Whole blood;;
PRJNA742971;12/11/2022;A resource for integrated genomic analysis of the human liver;A resource for integrated genomic analysis of the human liver;SRR15013626;SAMN19988543;SJLB459;SJLB459;;cDNA;TRANSCRIPTOMIC;RNA-Seq;Total RNA was extracted from tissue homogenized in TRIzol reagent, followed by Qiagen RNAeasy cleanup mRNA libraries were prepared using the Illuminia TruSeq Stranded Total RNA with Ribo-Zero protocol;PAIRED;;ILLUMINA;;;;;liver;;;;;Illumina HiSeq 2000 sequencing: GSM5412261: SJLB459 Homo sapiens RNA-Seq;check ribozero;likely postmportem;Liver;;
PRJNA486023;14/03/2019;Fudan University Shanghai Cancer Center Triple Negative Breast Cancer (FUSCCTNBC);Homo sapiens;SRR8518347;SAMN09837205;Human sample from Homo sapiens;Human sample from Homo sapiens;Lib_FUSCCTNBC370.PT;Inverse rRNA;TRANSCRIPTOMIC;RNA-Seq;;PAIRED;;ILLUMINA;;;;;Paired normal breast tissue;;FUSCCTNBC370;;;HiSeq X Ten sequencing: RNAseq of Homo sapiens: triple negative breast cancer from FUSCCTNBC project;;tumor-adjacent;Breast;;
PRJNA989574;03/07/2023;Effect of pulmonary hypertension due to left heart disease on gene expression in pulmonary arteries;Effect of pulmonary hypertension due to left heart disease on gene expression in pulmonary arteries;SRR25098107;SAMN36175541;;;GSM7520380;cDNA;TRANSCRIPTOMIC;RNA-Seq;Snap-frozen PA specimens were subjected to TRIzol-RNA extraction. RNA quality was assessed by measuring the RNA integrity number (RIN) using a Fragment Analyzer HS Total RNA Kit (Advanced Analytical Technologies, Inc.). Library preparation for total RNA-Seq was performed using TruSeq™ Stranded Total RNA with Ribo-Zero Gold (Illumina, Cat. Nr. RS-122-2301) starting from 1000 ng of total RNA. The size range of the final cDNA libraries was determined by applying the SS NGS Fragment 1- to 6000-bp Kit on the Fragment Analyzer (average 340 bp). Accurate quantification of cDNA libraries was performed by using the QuantiFluor™ dsDNA System (Promega).;SINGLE;;ILLUMINA;;;;;;;;;;Illumina HiSeq 2000 sequencing: GSM7520380: Donor_8 Homo sapiens RNA-Seq;;;Artery - Pulmonary trunk;;
PRJNA742971;12/11/2022;A resource for integrated genomic analysis of the human liver;A resource for integrated genomic analysis of the human liver;SRR15013488;SAMN19988456;SJLB796;SJLB796;;cDNA;TRANSCRIPTOMIC;RNA-Seq;Total RNA was extracted from tissue homogenized in TRIzol reagent, followed by Qiagen RNAeasy cleanup mRNA libraries were prepared using the Illuminia TruSeq Stranded Total RNA with Ribo-Zero protocol;PAIRED;;ILLUMINA;;;;;liver;;;;;Illumina HiSeq 2000 sequencing: GSM5412339: SJLB796 Homo sapiens RNA-Seq;check ribozero;likely postmportem;Liver;;
PRJDB12535;03/12/2021;RNA-seq of HCCs;Homo sapiens;DRR326894;SAMD00414261;HCC-352N;normal;;Inverse rRNA;TRANSCRIPTOMIC;RNA-Seq;;PAIRED;;ILLUMINA;;;;;;;;;;NextSeq 500 paired end sequencing: NextSeq 500 paired end sequencing of SAMD00414259;;;Liver;;
PRJNA901967;02/01/2023;Placental Inflammation Significantly Correlates with Reduced Risk for Retinopathy of Prematurity;Placental Inflammation Significantly Correlates with Reduced Risk for Retinopathy of Prematurity;SRR22301766;SAMN31742719;18942X25 25D_P-2;18942X25 25D_P-2;GSM6733308;cDNA;TRANSCRIPTOMIC;RNA-Seq;RNA was harvested using Qiagen ALL PREP Universal Whole transcriptome expression analysis was performed on fetal surface placental tissues using the Illumina Stranded Total RNA Kit with Ribo-Zero Plus per the standard protocol;PAIRED;;ILLUMINA;;;placental villous tissue;;Placenta;;;;;Illumina NovaSeq 6000 sequencing: GSM6733308: 18942X25 25D_P-2 Homo sapiens RNA-Seq;some retinopathies;healthy;Placenta;;
PRJNA637378;23/09/2020;Non-CG methylation and multiple epigenetic layers associate child abuse with immune and small GTPase dysregulation;Non-CG methylation and multiple epigenetic layers associate child abuse with immune and small GTPase dysregulation;SRR11927168;SAMN15104726;Lateral amygdala, S37, RNAseq;Lateral amygdala, S37, RNAseq;;cDNA;TRANSCRIPTOMIC;RNA-Seq;TrueSeq Stranded Total RNA Sample Preparation + Ribo-Zero Gold kits (Illumina);PAIRED;;ILLUMINA;;;;;Lateral Amygdala (human brain tissue);;;;;Illumina HiSeq 2000 sequencing: GSM4591849: Lateral amygdala, S37, RNAseq Homo sapiens RNA-Seq;;;Brain - Amygdala;;
