code_uberon,name,synonym
UBERON:0001911,mammary gland,"Brustdruese;dug;glandula mammaria;glandula mammaria;lactiferous gland;lobe of breast;lobe of mammary gland;mamma;mammae;milk patch"
UBERON:0001912,lobule of mammary gland,"acinus of mammary gland;lactiferous acinus;lactiferous gland lobule;lactiferous lobule;lobule of lactiferous gland;lobule of mammary gland;mammary acinus;mammary gland lobule"
UBERON:0001913,milk,"mammary gland milk"
UBERON:0001914,colostrum,""
UBERON:0001915,endothelium of capillary,"blood capillary endothelium;capillary endothelium;capillary vessel endothelium;endothelium of blood capillary;endothelium of capillary vessel"
UBERON:0001916,endothelium of arteriole,"arteriole endothelium"
UBERON:0001917,endothelium of artery,"arterial endothelium;artery endothelium"
UBERON:0001918,endothelium of venule,"venule endothelium"
UBERON:0001919,endothelium of vein,"vein endothelium;veinous endothelium;venous endothelium"
UBERON:0001920,paraventricular nucleus of thalamus,"nuclei paraventriculares thalami;nucleus paramedianus (Hassler);nucleus paraventricularis thalami;paraventricular gray;paraventricular nuclei;paraventricular nuclei of thalamus;paraventricular nucleus of the thalamus;paraventricular thalamic nucleus;PV"
UBERON:0001921,reuniens nucleus,"medioventral nucleus;nucleus endymalis (Hassler);nucleus of reunions;nucleus reuniens;nucleus reuniens (Malone);nucleus reuniens thalami;Re;reuniens nucleus of the thalamus;reuniens thalamic nucleus"
UBERON:0001922,parafascicular nucleus,"nuclei parafasciculares thalami;nucleus parafascicularis;nucleus parafascicularis (Hassler);nucleus parafascicularis thalami;parafascicular nucleus (vogt);parafascicular nucleus of thalamus;parafascicular nucleus of the thalamus;parafascicular thalamic nucleus;PF"
UBERON:0001923,central medial nucleus,"central medial nucleus of thalamus;central medial nucleus of the thalamus;central medial nucleus thalamus (rioch 1928);central medial thalamic nucleus;centromedial thalamic nucleus;CM;nucleus centralis medialis;nucleus centralis medialis thalami"
UBERON:0001924,paracentral nucleus,"nucleus centralis lateralis superior (kusama);nucleus paracentral;nucleus paracentral thalami;nucleus paracentralis;nucleus paracentralis thalami;paracentral nucleus of thalamus;paracentral nucleus of the thalamus;paracentral nucleus thalamus (gurdjian 1927);paracentral thalamic nucleus;PC"
UBERON:0001925,ventral lateral nucleus of thalamus,"lateral ventral nucleus of thalamus;lateral-ventral nuclei of thalamus;nuclei ventrales laterales thalami;nuclei ventrales laterales thalami;nucleus ventralis intermedius;nucleus ventralis lateralis;nucleus ventralis lateralis thalami;nucleus ventralis thalami lateralis;nucleus ventrolateralis thalami;ventral lateral complex of thalamus;ventral lateral nuclei of thalamus;ventral lateral nucleus;ventral lateral nucleus of thalamus;ventral lateral thalamic nuclei;ventral lateral thalamic nucleus;ventrolateral complex;ventrolateral thalamic nucleus;VL"
UBERON:0001926,lateral geniculate body,"corpus geniculatum externum;corpus geniculatum laterale;corpus geniculatum laterales;corpus geniculatus lateralis;external geniculate body;lateral geniculate complex;lateral geniculate nucleus;LGB;LGN;nucleus corporis geniculati lateralis;nucleus geniculatus lateralis"
UBERON:0001927,medial geniculate body,"corpus geniculatum mediale;corpus geniculatus medialis;internal geniculate body;medial geniculate complex;medial geniculate complex of dorsal thalamus;medial geniculate nuclei;medial geniculate nucleus;MGB;MGN;nuclei corporis geniculati medialis;nucleus corporis geniculati medialis;nucleus geniculatus medialis"
UBERON:0001928,preoptic area,"area hypothalamica rostralis;area praeoptica;area preoptica;nuclei preoptici;POA;preoptic hypothalamic area;preoptic hypothalamic region;preoptic nuclei;preoptic region;preoptic region of hypothalamus;regio hypothalamica anterior"
UBERON:0001929,supraoptic nucleus,"nucleus supraopticus;nucleus supraopticus;nucleus supraopticus hypothalami;nucleus tangentialis (Riley);SO;supra-optic nucleus;supraoptic nucleus of hypothalamus;supraoptic nucleus proper (Lenhossek);supraoptic nucleus, general;supraoptic nucleus, proper"
UBERON:0001930,paraventricular nucleus of hypothalamus,"filiform nucleus;nuclei paraventriculares;nuclei paraventricularis hypothalami;nucleus filiformis;nucleus hypothalami filiformis;nucleus hypothalami paraventricularis;nucleus paraventricularis hypothalami;Pa;paraventricular hypothalamic nucleus;paraventricular nucleus;paraventricular nucleus hypothalamus (Malone);paraventricular nucleus of the hypothalamus;parvocellular hypothalamic nucleus;subcommissural nucleus (Ziehen)"
UBERON:0001931,lateral preoptic nucleus,"area praeoptica lateralis;area preoptica lateralis;lateral preoptic area;lateral preoptic hypothalamic nucleus;LPO;nucleus praeopticus lateralis;nucleus preopticus lateralis"
UBERON:0001932,arcuate nucleus of hypothalamus,"ArcH;arcuate hypothalamic nucleus;arcuate nucleus;arcuate nucleus of the hypothalamus;arcuate nucleus-2;arcuate periventricular nucleus;infundibular hypothalamic nucleus;infundibular nucleus;infundibular periventricular nucleus;nucleus arcuatus;nucleus arcuatus (hypothalamus);nucleus arcuatus hypothalami;nucleus infundibularis;nucleus infundibularis hypothalami;nucleus semilunaris"
UBERON:0001933,retrochiasmatic area,"area retrochiasmatica;nucleus supraopticus diffusus;RCh;retrochiasmatic area;retrochiasmatic hypothalamic area;retrochiasmatic region;supraoptic nucleus, tuberal part"
UBERON:0001934,dorsomedial nucleus of hypothalamus,"DMH;dorsomedial hypothalamic nucleus;dorsomedial nucleus;dorsomedial nucleus hypothalamus;dorsomedial nucleus of dorsal hypothalamus;dorsomedial nucleus of intermediate hypothalamus;dorsomedial nucleus of the hypothalamus;nucleus dorsomedialis hypothalami;nucleus dorsomedialis hypothalamicae intermediae;nucleus hypothalamicus dorsomedialis"
UBERON:0001935,ventromedial nucleus of hypothalamus,"nucleus hypothalamicus ventromedialis;nucleus ventromedialis hypothalami;tuberal nucleus (Ganser);ventrolateral hypothalamic nucleus;ventrolateral nucleus of hypothalamus;ventromedial hypothalamic nucleus;ventromedial nucleus hypothalamus;ventromedial nucleus of hypothalamus.;ventromedial nucleus of the hypothalamus;VMH"
UBERON:0001936,tuberomammillary nucleus,"caudal magnocellular nucleus;mammilloinfundibular nucleus;mammiloinfundibular nucleus;nucleus tuberomamillaris;nucleus tuberomamillaris hypothalami;TM;TM;tubero-mamillary area;tuberomamillary nucleus;tuberomammillary hypothalamic nucleus;tuberomammillary nucleus;tuberomammillary nucleus, ventral part;ventral tuberomammillary nucleus"
UBERON:0001937,lateral hypothalamic nucleus,"areas of Economo;economo's areas;lateral hypothalamic nuclei;LHy;nucleus hypothalamicus lateralis"
UBERON:0001938,lateral mammillary nucleus,"lateral mamillary nucleus;lateral mammillary hypothalamic nucleus;lateral mammillary nucleus (Gudden);lateral nucleus of mammillary body;LM;nucleus corporis mamillaris lateralis;nucleus intercalatus (Olszewski);nucleus lateralis corpus mamillaris;nucleus mammillaris lateralis"
UBERON:0001939,medial mammillary nucleus,"internal mammillary nucleus;medial mamillary nucleus;medial mammillary nucleus, body;medial nucleus of mammillary body;MM;nucleus mammillaris medialis;preoptic division"
UBERON:0001940,supramammillary nucleus,"nuclei premamillaris;nucleus premamillaris hypothalami;premamillary nucleus;SuM"
UBERON:0001941,lateral habenular nucleus,"lateral habenula;lateral habenula (Nissl);LHb;nucleus habenulae lateralis;nucleus habenularis lateralis;nucleus habenularis lateralis epithalami"
UBERON:0001942,medial habenular nucleus,"ganglion intercrurale;ganglion interpedunculare;medial habenula;MHb;nuclei habenulares;nucleus habenulae medialis;nucleus habenularis;nucleus habenularis medialis;nucleus habenularis medialis (Hassler);nucleus habenularis medialis epithalami"
UBERON:0001943,midbrain tegmentum,"mesencephalic tegmentum;MTg;tegmentum;tegmentum mesencephali;tegmentum mesencephalicum;tegmentum of midbrain"
UBERON:0001944,pretectal region,"area praetectalis;area pretectalis;nuclei pretectales;nucleus praetectalis;praetectum;pretectal area;pretectal nuclei;pretectum;regio pretectalis"
UBERON:0001945,superior colliculus,"anterior colliculus;anterior corpus quadrigeminum;colliculus bigeminalis oralis;colliculus cranialis;colliculus rostralis;colliculus superior;corpora bigemina;corpus quadrigeminum superius;cranial colliculus;dorsal midbrain;layers of the superior colliculus;lobus opticus;nates;optic lobe;optic tectum;optic tectum;strata (grisea et alba) colliculi cranialis;strata (grisea et alba) colliculi superioris;tectal lobe;tectum;tectum opticum"
UBERON:0001946,inferior colliculus,"caudal colliculus;colliculus caudalis;colliculus inferior;corpus bigeminalis caudalis;corpus bigeminum posterioris;corpus quadrigeminum inferius;inferior colliculi;posterior colliculus;posterior corpus quadrigeminum"
UBERON:0001947,red nucleus,"nucleus rotundus subthalamo-peduncularis;nucleus ruber;nucleus ruber;nucleus ruber tegmenti;nucleus ruber tegmenti (Stilling);R;red nucleus (Burdach)"
UBERON:0001948,regional part of spinal cord,"spinal cord part"
UBERON:0001949,gingival epithelium,"epithelial tissue of gingiva;epithelium of gingiva;gingiva epithelial tissue;gingiva epithelium"
UBERON:0001950,neocortex,"cerebral neocortex;homogenetic cortex;homotypical cortex;iso-cortex;isocortex;isocortex (sensu lato);neocortex (isocortex);neopallial cortex;neopallium;nonolfactory cortex;nucleus hypoglossalis"
UBERON:0001951,epithelium of nasopharynx,"epithelial tissue of nasal part of pharynx;epithelial tissue of nasopharynx;epithelial tissue of rhinopharynx;epithelium of nasal part of pharynx;epithelium of rhinopharynx;nasal part of pharynx epithelial tissue;nasal part of pharynx epithelium;nasopharyngeal epithelium;nasopharynx epithelial tissue;nasopharynx epithelium;rhinopharynx epithelial tissue;rhinopharynx epithelium"
UBERON:0001952,epithelium of oropharynx,"oropharyngeal epithelium;oropharynx epithelial tissue;oropharynx epithelium"
UBERON:0001953,presubiculum,"area 27 of Brodmann;praesubiculum;presubicular cortex (presubiculum);presubiculum (Cajal)"
UBERON:0001954,Ammon's horn,"ammon gyrus;ammon horn;Ammon horn fields;Ammon's horn;Ammons horn;cornu ammonis;hippocampus;hippocampus major;hippocampus proper;hippocampus proprius"
UBERON:0001955,epithelium of respiratory bronchiole,"bronchiolus respiratorius epithelial tissue;bronchiolus respiratorius epithelium;epithelial tissue of bronchiolus respiratorius;epithelial tissue of respiratory bronchiole;epithelium of bronchiolus respiratorius;respiratory bronchiole epithelial tissue;respiratory bronchiole epithelium"
UBERON:0001956,cartilage of bronchus,"bronchi cartilage;bronchial cartilage;bronchial cartilage ring;bronchial trunk cartilage;bronchus cartilage;cartilage of bronchi;cartilage of bronchial trunk;cartilagines bronchiales"
UBERON:0001957,submucosa of bronchus,"bronchi submucosa;bronchial submucosa;bronchial trunk submucosa;bronchus submucosa;submucosa of bronchi;submucosa of bronchial trunk;submucous layer of bronchi;tela submucosa bronchi"
UBERON:0001958,terminal bronchiole epithelium,"bronchiolus terminalis epithelial tissue;bronchiolus terminalis epithelium;epithelial tissue of bronchiolus terminalis;epithelial tissue of terminal bronchiole;epithelium of bronchiolus terminalis;epithelium of terminal bronchiole;terminal bronchiole epithelial tissue;terminal bronchiole epithelium"
UBERON:0001959,white pulp of spleen,"noduli lymphoidei splenici;pulpa alba;spleen white pulp;splenic white pulp;white pulp"
UBERON:0001960,periarterial lymphatic sheath,"PALS;periarterial lymphoid sheath;periarteriolar sheath;spleen periarteriolar lymphatic sheath;splenic periarteriolar lymphoid sheath;T cell domain of the splenic white pulp"
UBERON:0001961,mucosa-associated lymphoid tissue,"epithelio-lymphoid tissue;MALT;mucosa associated lymphatic tissue;mucosa associated lymphoid tissue;mucosa-associated lymphoid tissue;mucosal-associated lymphatic tissue;mucosal-associated lymphoid tissue"
UBERON:0001962,gut-associated lymphoid tissue,"GALT;gut associated lymphoid tissue"
UBERON:0001963,bronchial-associated lymphoid tissue,"BALT;bronchus associated lymphoid tissue"
UBERON:0001964,least splanchnic nerve,"least thoracic splanchnic nerve;lowest splanchnic nerve;nervus splanchnicus imus;ramus renalis nervus splanchnici minoris;renal branch of lesser splanchnic nerve;renal nerve;thoracic splanchnic nerve"
UBERON:0001965,substantia nigra pars compacta,"compact part of substantia nigra;nucleus substantiae nigrae, pars compacta;pars compacta;pars compacta of substantia nigra;pars compacta substantiae nigrae;SNC;SNpc;substantia nigra compact part;substantia nigra compacta;substantia nigra, compact division;substantia nigra, compact part;substantia nigra, pars compacta"
UBERON:0001966,substantia nigra pars reticulata,"nucleus substantiae nigrae, pars compacta;nucleus substantiae nigrae, pars reticularis;pars compacta of substantia nigra;pars reticularis;pars reticularis substantiae nigrae;pars reticulata;reticular part of substantia nigra;SNPR;SNR;substantia nigra reticular part;substantia nigra, pars compacta;substantia nigra, pars diffusa;substantia nigra, pars reticulata;substantia nigra, reticular division;substantia nigra, reticular part"
UBERON:0001967,reticular lamina of epithelium,"fibroreticular lamina;lamina fibroreticularis;lamina reticularis;reticular lamina;reticular membrane"
UBERON:0001968,semen,"ejaculate;sperm"
UBERON:0001969,blood plasma,"blood plasm;plasma;portion of blood plasma;portion of plasma"
UBERON:0001970,bile,"fel;gall"
UBERON:0001971,gastric juice,"stomach secretion;succus gastricus"
UBERON:0001972,submucosa of esophagus,"esophageal submucosa;esophagus submucosa;gullet submucosa;oesophagus submucosa;submucosa of esophagus;submucosa of gullet;submucosa of oesophagus;submucous layer of esophagus;tela submucosa (oesophagus);tela submucosa esophagi;tela submucosa oesophageae;tela submucosa oesophagi;tela submucosa of esophagus"
UBERON:0001974,lamina propria of esophagus,"esophageal lamina propria;esophagus lamina propria;esophagus lamina propria mucosa;esophagus lamina propria mucosae;gullet lamina propria;gullet lamina propria mucosa;gullet lamina propria mucosae;lamina propria mucosa of esophagus;lamina propria mucosa of gullet;lamina propria mucosa of oesophagus;lamina propria mucosae of esophagus;lamina propria mucosae of gullet;lamina propria mucosae of oesophagus;lamina propria of gullet;lamina propria of oesophagus;oesophagus lamina propria;oesophagus lamina propria mucosa;oesophagus lamina propria mucosae"
UBERON:0001975,serosa of esophagus,"esophagus serosa;esophagus serous membrane;gullet serosa;gullet serous membrane;oesophagus serosa;oesophagus serous membrane;serosa of abdominal part of esophagus;serosa of gullet;serosa of oesophagus;serous coat of oesophagus;serous membrane of esophagus;serous membrane of gullet;serous membrane of oesophagus;tunica serosa oesophageae"
UBERON:0001976,epithelium of esophagus,"epithelial tissue of esophagus;epithelial tissue of gullet;epithelial tissue of oesophagus;epithelium of gullet;epithelium of oesophagus;esophageal epithelium;esophagus epithelial tissue;esophagus epithelium;gullet epithelial tissue;gullet epithelium;oesophagus epithelial tissue;oesophagus epithelium"
UBERON:0001977,blood serum,"serum"
UBERON:0001978,parenchyma of pancreas,"pancreas parenchyma;pancreatic parenchyma"
